2019/04/01 23:11:18 nsqd v0.2.16
2019/04/02 18:13:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:13:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:13:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:14:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:14:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:14:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:14:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:15:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:15:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:15:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:15:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:16:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:16:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:16:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:16:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:17:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:17:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:17:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:17:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:18:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:18:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:18:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:18:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:19:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:19:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:19:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:19:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:20:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:20:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:20:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:20:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:21:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:21:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:21:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:21:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:22:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:22:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:22:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:22:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:23:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:23:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:23:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:23:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:24:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:24:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:24:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:24:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:25:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:25:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:25:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:25:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:26:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:26:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:26:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:26:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:27:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:27:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:27:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:27:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:28:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:28:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:28:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:28:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:29:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:29:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:29:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:29:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:30:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:30:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:30:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:30:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:31:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:31:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:31:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:31:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:32:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:32:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:32:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:32:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:33:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:33:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:33:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:33:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:34:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:34:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:34:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:34:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:35:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:35:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:35:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:35:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:36:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:36:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:36:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:36:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:37:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:37:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:37:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:37:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:38:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:38:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:38:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:38:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:39:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:39:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:39:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:39:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:40:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:40:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:40:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:40:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:41:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:41:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:41:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:41:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:42:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:42:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:42:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:42:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:43:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:43:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:43:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:43:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:44:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:44:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:44:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:44:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:45:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:45:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:45:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:45:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:46:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:46:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:46:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:46:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:47:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:47:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:47:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:47:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:48:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:48:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:48:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:48:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:49:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:49:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:49:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:49:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:50:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:50:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:50:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:50:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:51:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:51:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:51:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:51:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:52:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:52:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:52:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:52:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:53:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:53:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:53:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:53:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:54:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:54:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:54:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:54:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:55:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:55:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:55:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:55:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:56:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:56:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:56:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:56:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:57:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:57:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:57:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:57:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:58:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:58:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:58:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:58:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:59:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:59:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:59:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 18:59:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:00:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:00:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:00:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:00:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:01:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:01:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:01:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:01:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:02:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:02:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:02:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:02:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:03:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:03:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:03:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:03:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:04:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:04:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:04:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:04:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:05:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:05:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:05:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:05:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:06:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:06:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:06:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:06:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:07:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:07:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:07:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:07:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:08:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:08:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:08:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:08:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:09:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:09:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:09:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:09:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:10:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:10:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:10:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:10:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:11:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:11:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:11:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:11:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:12:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:12:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:12:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:12:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:13:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:13:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:13:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:13:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:14:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:14:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:14:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:14:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:15:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:15:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:15:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:15:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:16:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:16:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:16:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:16:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:17:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:17:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:17:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:17:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:18:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:18:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:18:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:18:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:19:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:19:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:19:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:19:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:20:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:20:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:20:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:20:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:21:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:21:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:21:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:21:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:22:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:22:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:22:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:22:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:23:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:23:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:23:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:23:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:24:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:24:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:24:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:24:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:25:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:25:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:25:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:25:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:26:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:26:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:26:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:26:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:27:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:27:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:27:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:27:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:28:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:28:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:28:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:28:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:29:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:29:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:29:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:29:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:30:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:30:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:30:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:30:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:31:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:31:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:31:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:31:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:32:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:32:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:32:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:32:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:33:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:33:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:33:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:33:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:34:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:34:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:34:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:34:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:35:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:35:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:35:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:35:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:36:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:36:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:36:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:36:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:37:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:37:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:37:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:37:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:38:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:38:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:38:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:38:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:39:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:39:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:39:33 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:39:48 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:40:03 LOOKUPD(192.168.1.189:4160): sending heartbeat
2019/04/02 19:40:18 LOOKUPD(192.168.1.189:4160): sending heartbeat
